Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
Item_9968_StoryDesc,aGuC,d道具_Item_A.csv,570,Item,StoryDesc,,繁衍吧，繁衍吧。让流淌着母树鲜血的灵魂遍及世界。,"Proliferate, proliferate! Let the souls infused with the blood of the Mother Tree spread across the world."
Item_9953_Desc,aGtv,d道具_Item_A.csv,571,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9953_StoryDesc,aGty,d道具_Item_A.csv,571,Item,StoryDesc,,繁衍吧，繁衍吧。让流淌着母树鲜血的灵魂遍及世界。,"Proliferate, proliferate! Let the souls infused with the blood of the Mother Tree spread across the world."
Item_9923_Desc,aGrv,d道具_Item_A.csv,572,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9923_StoryDesc,aGry,d道具_Item_A.csv,572,Item,StoryDesc,,繁衍吧，繁衍吧。让流淌着母树鲜血的灵魂遍及世界。,"Proliferate, proliferate! Let the souls infused with the blood of the Mother Tree spread across the world."
Item_9724_Desc,aGdj,d道具_Item_A.csv,573,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9724_StoryDesc,aGdm,d道具_Item_A.csv,573,Item,StoryDesc,,繁衍吧，繁衍吧。让流淌着母树鲜血的灵魂遍及世界。,"Proliferate, proliferate! Let the souls infused with the blood of the Mother Tree spread across the world."
Item_9742_Desc,aGez,d道具_Item_A.csv,574,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9742_StoryDesc,aGeC,d道具_Item_A.csv,574,Item,StoryDesc,,必然的，偶然的。有限的，无限的。,"Inevitable, but accidental. Shackled, but unbound."
Item_9705_Desc,aGbL,d道具_Item_A.csv,575,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9705_StoryDesc,aGbO,d道具_Item_A.csv,575,Item,StoryDesc,,必然的，偶然的。有限的，无限的。,"Inevitable, but accidental. Shackled, but unbound."
Item_9759_Desc,aGfL,d道具_Item_A.csv,576,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9759_StoryDesc,aGfO,d道具_Item_A.csv,576,Item,StoryDesc,,必然的，偶然的。有限的，无限的。,"Inevitable, but accidental. Shackled, but unbound."
Item_9942_Desc,aGsD,d道具_Item_A.csv,577,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9942_StoryDesc,aGsG,d道具_Item_A.csv,577,Item,StoryDesc,,必然的，偶然的。有限的，无限的。,"Inevitable, but accidental. Shackled, but unbound."
Item_9994_Desc,aGwv,d道具_Item_A.csv,578,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9994_StoryDesc,aGwy,d道具_Item_A.csv,578,Item,StoryDesc,,必然的，偶然的。有限的，无限的。,"Inevitable, but accidental. Shackled, but unbound."
Item_9752_Desc,aGfj,d道具_Item_A.csv,579,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9752_StoryDesc,aGfm,d道具_Item_A.csv,579,Item,StoryDesc,,必然的，偶然的。有限的，无限的。,"Inevitable, but accidental. Shackled, but unbound."
Item_9917_Desc,aGqX,d道具_Item_A.csv,580,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9599_Desc,aFTP,d道具_Item_A.csv,581,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9526_Desc,aFOv,d道具_Item_A.csv,582,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9666_Desc,aFYP,d道具_Item_A.csv,583,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9824_Name,aGkt,d道具_Item_A.csv,584,Item,Name,,光合祭礼Ⅴ,Photosynthesis Ritual V
Item_9824_Desc,aGkr,d道具_Item_A.csv,584,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9760_Desc,aGfP,d道具_Item_A.csv,585,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9640_Desc,aFWP,d道具_Item_A.csv,586,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9640_StoryDesc,aFWS,d道具_Item_A.csv,586,Item,StoryDesc,,归来吧，那终将重现的失落之城。,"Rise again, O lost city of prophesied return."
Item_9922_Desc,aGrr,d道具_Item_A.csv,587,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9922_StoryDesc,aGru,d道具_Item_A.csv,587,Item,StoryDesc,,归来吧，那终将重现的失落之城。,"Rise again, O lost city of prophesied return."
Item_9931_Desc,aGsb,d道具_Item_A.csv,588,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9931_StoryDesc,aGse,d道具_Item_A.csv,588,Item,StoryDesc,,归来吧，那终将重现的失落之城。,"Rise again, O lost city of prophesied return."
Item_9831_Desc,aGkP,d道具_Item_A.csv,589,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9831_StoryDesc,aGkS,d道具_Item_A.csv,589,Item,StoryDesc,,归来吧，那终将重现的失落之城。,"Rise again, O lost city of prophesied return."
Item_9587_Desc,aFST,d道具_Item_A.csv,590,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9587_StoryDesc,aFSW,d道具_Item_A.csv,590,Item,StoryDesc,,归来吧，那终将重现的失落之城。,"Rise again, O lost city of prophesied return."
Item_9996_Desc,aGwD,d道具_Item_A.csv,591,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9996_StoryDesc,aGwG,d道具_Item_A.csv,591,Item,StoryDesc,,归来吧，那终将重现的失落之城。,"Rise again, O lost city of prophesied return."
Item_10111_Desc,aCQP,d道具_Item_A.csv,592,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_10045_Desc,aCMf,d道具_Item_A.csv,593,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9722_Desc,aGdb,d道具_Item_A.csv,594,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9569_Desc,aFRD,d道具_Item_A.csv,595,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9852_Desc,aGmr,d道具_Item_A.csv,596,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_10055_Desc,aCMD,d道具_Item_A.csv,597,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_10099_Desc,aCPX,d道具_Item_A.csv,598,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_10099_StoryDesc,aCQa,d道具_Item_A.csv,598,Item,StoryDesc,,脐带连接着无穷无尽的未来。,The umbilical cord is one's first connection to an endless future.
Item_9535_Desc,aFPf,d道具_Item_A.csv,599,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9535_StoryDesc,aFPi,d道具_Item_A.csv,599,Item,StoryDesc,,脐带连接着无穷无尽的未来。,The umbilical cord is one's first connection to an endless future.
Item_10094_Desc,aCPD,d道具_Item_A.csv,600,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_10094_StoryDesc,aCPG,d道具_Item_A.csv,600,Item,StoryDesc,,脐带连接着无穷无尽的未来。,The umbilical cord is one's first connection to an endless future.
Item_10116_Desc,aCRj,d道具_Item_A.csv,601,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_10116_StoryDesc,aCRm,d道具_Item_A.csv,601,Item,StoryDesc,,脐带连接着无穷无尽的未来。,The umbilical cord is one's first connection to an endless future.
Item_9635_Desc,aFWz,d道具_Item_A.csv,602,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9635_StoryDesc,aFWC,d道具_Item_A.csv,602,Item,StoryDesc,,脐带连接着无穷无尽的未来。,The umbilical cord is one's first connection to an endless future.
Item_9815_Desc,aGjT,d道具_Item_A.csv,603,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9815_StoryDesc,aGjW,d道具_Item_A.csv,603,Item,StoryDesc,,脐带连接着无穷无尽的未来。,The umbilical cord is one's first connection to an endless future.
Item_9836_Desc,aGlf,d道具_Item_A.csv,604,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9723_Desc,aGdf,d道具_Item_A.csv,605,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9520_Desc,aFNX,d道具_Item_A.csv,606,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9652_Desc,aFXL,d道具_Item_A.csv,607,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9645_Desc,aFXj,d道具_Item_A.csv,608,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9868_Desc,aGnD,d道具_Item_A.csv,609,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9634_Desc,aFWv,d道具_Item_A.csv,610,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9634_StoryDesc,aFWy,d道具_Item_A.csv,610,Item,StoryDesc,,鳞翅目正死于孤独、爱与绝望。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera."
Item_9517_Desc,aFNL,d道具_Item_A.csv,611,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9517_StoryDesc,aFNO,d道具_Item_A.csv,611,Item,StoryDesc,,鳞翅目正死于孤独、爱与绝望。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera."
Item_9860_Desc,aGmX,d道具_Item_A.csv,612,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9860_StoryDesc,aGna,d道具_Item_A.csv,612,Item,StoryDesc,,鳞翅目正死于孤独、爱与绝望。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera."
Item_9871_Desc,aGnP,d道具_Item_A.csv,613,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9871_StoryDesc,aGnS,d道具_Item_A.csv,613,Item,StoryDesc,,鳞翅目正死于孤独、爱与绝望。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera."
Item_9853_Desc,aGmv,d道具_Item_A.csv,614,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9853_StoryDesc,aGmy,d道具_Item_A.csv,614,Item,StoryDesc,,鳞翅目正死于孤独、爱与绝望。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera."
Item_9626_Desc,aFVP,d道具_Item_A.csv,615,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9626_StoryDesc,aFVS,d道具_Item_A.csv,615,Item,StoryDesc,,鳞翅目正死于孤独、爱与绝望。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera."
Item_9718_Desc,aGcL,d道具_Item_A.csv,616,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9718_StoryDesc,aGcO,d道具_Item_A.csv,616,Item,StoryDesc,,甜甜的，黏黏的。,"So very sweet, and so very sticky."
Item_10003_Desc,aCJf,d道具_Item_A.csv,617,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_10003_StoryDesc,aCJi,d道具_Item_A.csv,617,Item,StoryDesc,,甜甜的，黏黏的。,"So very sweet, and so very sticky."
Item_9796_Desc,aGiD,d道具_Item_A.csv,618,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9796_StoryDesc,aGiG,d道具_Item_A.csv,618,Item,StoryDesc,,甜甜的，黏黏的。,"So very sweet, and so very sticky."
Item_9620_Desc,aFVr,d道具_Item_A.csv,619,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9620_StoryDesc,aFVu,d道具_Item_A.csv,619,Item,StoryDesc,,甜甜的，黏黏的。,"So very sweet, and so very sticky."
Item_10021_Desc,aCKv,d道具_Item_A.csv,620,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_10021_StoryDesc,aCKy,d道具_Item_A.csv,620,Item,StoryDesc,,甜甜的，黏黏的。,"So very sweet, and so very sticky."
Item_9988_Desc,aGvX,d道具_Item_A.csv,621,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9988_StoryDesc,aGwa,d道具_Item_A.csv,621,Item,StoryDesc,,甜甜的，黏黏的。,"So very sweet, and so very sticky."
Item_9683_Desc,aGab,d道具_Item_A.csv,622,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9900_Desc,aGpL,d道具_Item_A.csv,623,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9525_Desc,aFOr,d道具_Item_A.csv,624,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9889_Desc,aGpf,d道具_Item_A.csv,625,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9573_Desc,aFRP,d道具_Item_A.csv,626,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9788_Desc,aGhX,d道具_Item_A.csv,627,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_10105_Desc,aCQv,d道具_Item_A.csv,628,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_10105_StoryDesc,aCQy,d道具_Item_A.csv,628,Item,StoryDesc,,为您奉上纯洁的躯壳。,"I offer you my chrysalis, a vessel most pure."
Item_9679_Desc,aFZL,d道具_Item_A.csv,629,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9679_StoryDesc,aFZO,d道具_Item_A.csv,629,Item,StoryDesc,,为您奉上纯洁的躯壳。,"I offer you my chrysalis, a vessel most pure."
Item_10087_Desc,aCPb,d道具_Item_A.csv,630,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_10087_StoryDesc,aCPe,d道具_Item_A.csv,630,Item,StoryDesc,,为您奉上纯洁的躯壳。,"I offer you my chrysalis, a vessel most pure."
Item_10071_Desc,aCNP,d道具_Item_A.csv,631,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_10071_StoryDesc,aCNS,d道具_Item_A.csv,631,Item,StoryDesc,,为您奉上纯洁的躯壳。,"I offer you my chrysalis, a vessel most pure."
Item_9858_Desc,aGmP,d道具_Item_A.csv,632,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9858_StoryDesc,aGmS,d道具_Item_A.csv,632,Item,StoryDesc,,为您奉上纯洁的躯壳。,"I offer you my chrysalis, a vessel most pure."
Item_9976_Desc,aGvb,d道具_Item_A.csv,633,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9976_StoryDesc,aGve,d道具_Item_A.csv,633,Item,StoryDesc,,为您奉上纯洁的躯壳。,"I offer you my chrysalis, a vessel most pure."
Item_10057_Desc,aCML,d道具_Item_A.csv,634,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_10057_StoryDesc,aCMO,d道具_Item_A.csv,634,Item,StoryDesc,,尽情享受欢宴吧，于歌声中。,"Enjoy this feast, from amidst the songs."
Item_9790_Desc,aGif,d道具_Item_A.csv,635,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9790_StoryDesc,aGii,d道具_Item_A.csv,635,Item,StoryDesc,,尽情享受欢宴吧，于歌声中。,"Enjoy this feast, from amidst the songs."
Item_10119_Desc,aCRv,d道具_Item_A.csv,636,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_10119_StoryDesc,aCRy,d道具_Item_A.csv,636,Item,StoryDesc,,尽情享受欢宴吧，于歌声中。,"Enjoy this feast, from amidst the songs."
Item_9969_Desc,aGuD,d道具_Item_A.csv,637,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9969_StoryDesc,aGuG,d道具_Item_A.csv,637,Item,StoryDesc,,尽情享受欢宴吧，于歌声中。,"Enjoy this feast, from amidst the songs."
Item_9663_Desc,aFYD,d道具_Item_A.csv,638,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9663_StoryDesc,aFYG,d道具_Item_A.csv,638,Item,StoryDesc,,尽情享受欢宴吧，于歌声中。,"Enjoy this feast, from amidst the songs."
Item_9869_Desc,aGnH,d道具_Item_A.csv,639,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_9869_StoryDesc,aGnK,d道具_Item_A.csv,639,Item,StoryDesc,,尽情享受欢宴吧，于歌声中。,"Enjoy this feast, from amidst the songs."
Item_9513_Desc,aFNv,d道具_Item_A.csv,640,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
Item_9513_StoryDesc,aFNy,d道具_Item_A.csv,640,Item,StoryDesc,,那是永恒无垢的真实一瞥。,"It is a glimpse of the eternal, untainted truth."
Item_9565_Desc,aFRr,d道具_Item_A.csv,641,Item,Desc,,主属性从暴击率、暴击伤害、界域精通和黑印掉落中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Realm Mastery, or Sigil Yield."
Item_9565_StoryDesc,aFRu,d道具_Item_A.csv,641,Item,StoryDesc,,那是永恒无垢的真实一瞥。,"It is a glimpse of the eternal, untainted truth."
Item_9596_Desc,aFTD,d道具_Item_A.csv,642,Item,Desc,,主属性从暴击率、暴击伤害、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, DMG Amplification, or Death Resistance."
Item_9596_StoryDesc,aFTG,d道具_Item_A.csv,642,Item,StoryDesc,,那是永恒无垢的真实一瞥。,"It is a glimpse of the eternal, untainted truth."
Item_9656_Desc,aFYb,d道具_Item_A.csv,643,Item,Desc,,主属性从界域精通、狂气回充等级、黑印掉落和银钥充能中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, Realm Mastery, or Sigil Yield."
Item_9656_StoryDesc,aFYe,d道具_Item_A.csv,643,Item,StoryDesc,,那是永恒无垢的真实一瞥。,"It is a glimpse of the eternal, untainted truth."
Item_9960_Desc,aGtX,d道具_Item_A.csv,644,Item,Desc,,主属性从狂气回充等级、死亡抵抗、银钥充能等级和伤害强效中随机获得1个。,"Mainstat chosen at random from Keyflare Regen Level, Aliemus Regen Level, DMG Amplification, or Death Resistance."
Item_9960_StoryDesc,aGua,d道具_Item_A.csv,644,Item,StoryDesc,,那是永恒无垢的真实一瞥。,"It is a glimpse of the eternal, untainted truth."
Item_10090_Desc,aCPn,d道具_Item_A.csv,645,Item,Desc,,主属性从界域精通、黑印掉落、死亡抵抗和伤害强效中随机获得1个。,"Mainstat chosen at random from DMG Amplification, Death Resistance, Realm Mastery, or Sigil Yield."
Item_10090_StoryDesc,aCPq,d道具_Item_A.csv,645,Item,StoryDesc,,那是永恒无垢的真实一瞥。,"It is a glimpse of the eternal, untainted truth."
Item_9774_Desc,aGgT,d道具_Item_A.csv,646,Item,Desc,,主属性从暴击率、暴击伤害、银钥充能等级和狂气回充等级中随机获得1个。,"Mainstat chosen at random from Crit. Rate, Crit. DMG, Keyflare Regen Level, or Aliemus Regen Level."
