Key,ShortKey,Source,Row,Module,Field,Role,CN,JP,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_2,auvP,h唤醒体天赋_AwakerTalent_A_M.csv,1324,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_3,auvQ,h唤醒体天赋_AwakerTalent_A_M.csv,1325,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_4,auvR,h唤醒体天赋_AwakerTalent_A_M.csv,1326,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_5,auvS,h唤醒体天赋_AwakerTalent_A_M.csv,1327,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_6,auvT,h唤醒体天赋_AwakerTalent_A_M.csv,1328,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_7,auvU,h唤醒体天赋_AwakerTalent_A_M.csv,1329,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_8,auvV,h唤醒体天赋_AwakerTalent_A_M.csv,1330,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_9,auvW,h唤醒体天赋_AwakerTalent_A_M.csv,1331,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_74119_TalentDesc_10,auvO,h唤醒体天赋_AwakerTalent_A_M.csv,1332,AwakerTalent,TalentDesc,塔薇,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·塔薇打出原本所属为队伍其他唤醒体的卡牌时，对应唤醒体本回合造成的最终伤害、护盾、生命回复提高 [Arg3]％，无法叠加。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・タヴィがチームにいる他の覚醒体のカードを使用した後、対応する覚醒体のこのターンの最終ダメージ、シールド、ライフ回復が[Arg3]%増加する。累積不可。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_1,auQR,h唤醒体天赋_AwakerTalent_A_M.csv,1333,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_2,auQT,h唤醒体天赋_AwakerTalent_A_M.csv,1334,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_3,auQU,h唤醒体天赋_AwakerTalent_A_M.csv,1335,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_4,auQV,h唤醒体天赋_AwakerTalent_A_M.csv,1336,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_5,auQW,h唤醒体天赋_AwakerTalent_A_M.csv,1337,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_6,auQX,h唤醒体天赋_AwakerTalent_A_M.csv,1338,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_7,auQY,h唤醒体天赋_AwakerTalent_A_M.csv,1339,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_8,auQZ,h唤醒体天赋_AwakerTalent_A_M.csv,1340,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_9,auRa,h唤醒体天赋_AwakerTalent_A_M.csv,1341,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78645_TalentDesc_10,auQS,h唤醒体天赋_AwakerTalent_A_M.csv,1342,AwakerTalent,TalentDesc,克莱门汀,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·所有唤醒体获得的力量提高 [Arg3]％。\n·克莱门汀对「虫族」敌人造成伤害时，对目标施加 [Arg4]％ 伤害的出血效果。克莱门汀每回合首次造成护盾或回复生命时，使「虫族」敌人临时失去防御力 [Arg5]％ 的力量。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・すべての覚醒体が獲得する力が[Arg3]%増加する。\n・クレメンタインが「虫族」の敵にダメージを与えた後、対象にダメージの[Arg4]%の出血を付与する。クレメンタインが毎ターン初めてシールドを獲得またはライフを回復した後、「虫族」の敵から防御力[Arg5]%の力を一時的に減少させる。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_1,auGZ,h唤醒体天赋_AwakerTalent_A_M.csv,1343,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_2,auHb,h唤醒体天赋_AwakerTalent_A_M.csv,1344,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_3,auHc,h唤醒体天赋_AwakerTalent_A_M.csv,1345,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_4,auHd,h唤醒体天赋_AwakerTalent_A_M.csv,1346,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_5,auHe,h唤醒体天赋_AwakerTalent_A_M.csv,1347,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_6,auHf,h唤醒体天赋_AwakerTalent_A_M.csv,1348,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_7,auHg,h唤醒体天赋_AwakerTalent_A_M.csv,1349,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_8,auHh,h唤醒体天赋_AwakerTalent_A_M.csv,1350,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_9,auHi,h唤醒体天赋_AwakerTalent_A_M.csv,1351,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
AwakerTalent_78620_TalentDesc_10,auHa,h唤醒体天赋_AwakerTalent_A_M.csv,1352,AwakerTalent,TalentDesc,克珀珊特,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·战斗开始时，使所有敌人承受的触腕伤害提高 [Arg3]％，对「深海」敌人效果翻倍。「惩戒雷霆」对「深海」敌人造成的伤害提高 [Arg4]％,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知覚醒を使用した後、[Arg2]キーエネルギーを獲得する。\n・戦闘開始時、すべての敵が受ける触腕ダメージが[Arg3]%増加し、「深海」の敵には効果が2倍になる。「懲戒の雷霆」が「深海」の敵に与えるダメージが[Arg4]％増加する。,,,,,,,,,,,,,,
