Key,ShortKey,Source,Row,Module,Field,Role,CN,JP_Manual,JP_AI,Status
Voice_133733_AwakerVoiceContent,bSlw,y语音_Voice_A.csv,2658,Voice,AwakerVoiceContent,阿拉克涅,如此有天赋的歌者，天赐的嗓音，清澈又灼热，仿佛源自命运之声……若能请来我的剧院，想必即使是最挑剔的观众也会感到惊喜。,天才的な歌手ですわ。天から賜りし歌声は、透き通っていながら燃えるように熱く、まるで運命から生まれた声のようです。もしあの方を、私の劇場にお招きすることができれば、どんなにうるさい客でも、黙らせることができるでしょう。,あれほど天賦の才を持つ歌い手、天から授かった声は澄み渡りながらも灼熱を帯び、まるで運命の声そのもの……もし私の劇場にお招きできれば、最も目の肥えた観客でさえ驚嘆するに違いない。,
Voice_133730_AwakerVoiceTitle,bSlp,y语音_Voice_A.csv,2659,Voice,AwakerVoiceTitle,阿拉克涅,闲话：关于塔薇,雑談・タヴィについて,雑談：タヴィについて,
Voice_133730_AwakerVoiceContent,bSlo,y语音_Voice_A.csv,2659,Voice,AwakerVoiceContent,阿拉克涅,纵是洞悉万象的观者，亦不过是自身剧本中笨拙的伶人。执掌命运之网，却终被纺线所缚，在这命定的处境里，我们走在不同的道路上，但都从未放弃过那些徒劳的追寻。愚鲁也好，痴妄也罢，我是这样，她亦如是。,どれほど優れた洞察力があっても、己の台本の中では、ただの不器用な役者にすぎません。運命の網を握っていても、最後にはその糸に縛られ、定められた境遇の中で、それぞれの道を歩くしかありません。ですが、決して徒労の追求をやめたりはいたしません。愚かと言われようと、妄想と言われようと、それが私であり、彼女ですから。,たとえ万象を見通す観者であろうとも、自らの脚本の中ではただの不器用な役者に過ぎない。運命の網を司りながら、結局は紡糸に縛られる。この定められた境遇の中で、私たちは異なる道を歩んでいるが、どちらもあの徒労な追求を決して諦めたことはない。愚かと言われようと、妄執と言われようと、私はそうであり、彼女もまた然り。,
Voice_133730_UnlockDesc,bSlq,y语音_Voice_A.csv,2659,Voice,UnlockDesc,阿拉克涅,获得唤醒体「塔薇」后解锁,覚醒体「タヴィ」獲得で解放,「タヴィ」の覚醒体を獲得でアンロック,
AwakerStory_134319_Title,bSOB,h唤醒体故事_AwakerStory_A.csv,290,AwakerStory,Title,阿拉克涅,故事·一,ストーリー・一,ストーリー·いち,
PVPOpeningVoice_135223_AwakerVoiceContent,bSUe,pPVP开场对话_PVPOpeningVoice_A.csv,583,PVPOpeningVoice,AwakerVoiceContent,,这般命运的演绎……我将为你指引正确的走向。,この運命の出会い、私が正しい道へと導いてあげましょう。,この運命の演繹……私が正しき道筋を示そう。,
PVPOpeningVoice_135218_AwakerVoiceContent,bSTZ,pPVP开场对话_PVPOpeningVoice_A.csv,584,PVPOpeningVoice,AwakerVoiceContent,,丝线，连结成网……,糸が絡み合い、網となって行きます。,糸が、網へと繋がる……,
PVPOpeningVoice_135215_AwakerVoiceContent,bSTW,pPVP开场对话_PVPOpeningVoice_A.csv,585,PVPOpeningVoice,AwakerVoiceContent,,命运的帷幕已然拉开，是时候登场了。,運命の幕が上がり、いよいよ登場の時が来ました。。,運命の帳が上がった。登場の時だ。,
PVPOpeningVoice_135216_AwakerVoiceContent,bSTX,pPVP开场对话_PVPOpeningVoice_A.csv,587,PVPOpeningVoice,AwakerVoiceContent,,命运的谬误，必须剔除的走向。,運命の誤り、断ち切らなければならない道筋です。,運命の誤謬、排除すべき道筋。,
PVPOpeningVoice_135221_AwakerVoiceContent,bSUc,pPVP开场对话_PVPOpeningVoice_A.csv,588,PVPOpeningVoice,AwakerVoiceContent,,……这就是命运注定的结局。,……これが運命によって定められた結末なのです。,……これが運命に定められた結末。,
PVPOpeningVoice_123996_AwakerVoiceContent,bMdy,pPVP开场对话_PVPOpeningVoice_A.csv,589,PVPOpeningVoice,AwakerVoiceContent,,你的双眼尚被迷雾所蔽，自然不会知晓责任的重量。,あなたの目はまだ霧に覆われているのだから、その責任の重さがはっきりとは見えません。,あなたの目はまだ霧に覆われているため、責任の重さを知ることはできない。,
PVPOpeningVoice_135224_AwakerVoiceContent,bSUf,pPVP开场对话_PVPOpeningVoice_A.csv,590,PVPOpeningVoice,AwakerVoiceContent,,被命运之网束缚的鸟儿，将以怎样的姿态重新飞翔？,運命の網に縛られた鳥は、どのような姿で再び舞い上がるのだろうか？,運命の網に縛られた鳥は、どのような姿で再び飛び立つのか？,
PVPOpeningVoice_135222_AwakerVoiceContent,bSUd,pPVP开场对话_PVPOpeningVoice_A.csv,591,PVPOpeningVoice,AwakerVoiceContent,,被命运囚禁的笨拙伶人……你与我，又有什么本质的区别？,運命に囚われた不器用な道化……君と私、本質的な違いなどあるだろうか？,運命に囚われた不器用な役者……お前と私に、本質的な違いなどあるのか？,
PVPOpeningVoice_135217_AwakerVoiceContent,bSTY,pPVP开场对话_PVPOpeningVoice_A.csv,592,PVPOpeningVoice,AwakerVoiceContent,,主动拥抱命运的苦难……你选择了人迹罕至的走向。,運命に定められた苦難を自ら受け入れるとは…あなたは、ほとんど誰も歩もうとしない道を選んだのです。,自ら運命の苦難を受け入れるとは……人跡稀なる道筋を選んだな。,
State_134227_Desc,bSFE,z状态表_State_A.csv,117,State,Desc,,阿拉克涅编织命运引出的线缕。最大 [DescArg1] 层，能被狂气爆发消耗释放「无尽丝缕」追击，「织命」会继承至下场战斗。,最大[DescArg1]層まで蓄積できる。「狂気解放」使用後に他の覚醒体の指令カードを使用ごとに1層を消費して「無限の糸」の追撃を行う。,アラクネが運命を織ることで引き出した線。最大⟦P1⟧層は、「狂気解放」によって消費され、「無尽の糸」の追撃を放つことができる。「織命」は次の戦闘に継承される。,
State_133391_Name,bSfx,z状态表_State_A.csv,118,State,Name,,<CutKeywords:命运裁断>,<CutKeywords:運命の裁き>,<CutKeywords:運命裁断>,
State_133391_Desc,bSfw,z状态表_State_A.csv,118,State,Desc,,若该状态层数大于等于目标生命，移除所有命运裁断并直接击杀目标。施加的固定命运裁断受伤害强效加成。,このステータスの点数がターゲットのHPを以上の場合、すべての運命の裁きを除去し、ターゲットを即座に撃破する。,このステータスの層数がターゲットのHPを以上の場合、すべての運命裁断を除去しターゲットを即座に撃破する。付与する固定運命裁断はダメージ強化ボーナスの影響を受ける。,
State_133774_Name,bSnK,z状态表_State_A.csv,119,State,Name,,<SingularityKeywords1:奇点信标>,<SingularityKeywords1:特異点ビーコン>,<SingularityKeywords1:奇点ビーコン>,
State_133774_Desc,bSnJ,z状态表_State_A.csv,119,State,Desc,,每拥有 1 层使该卡牌造成的伤害、力量和触腕伤害提高、固定中毒、固定反击最终效果提高 2%；护盾、生命回复、力量降低的最终效果提高 1%。拥有奇点信标的卡牌无法触发「维度穿梭」。,1層ごとにこのカードが与えるダメージ、力、触腕ダメージが2％増加し、固定毒、固定カウンター、固定運命の裁きの最終効果が2％増加する。シールド、ライフ回復、力減少の最終効果が1％増加する。使用後に除去される。「特異点ビーコン」を持つカードは「次元転移」を発動できない。,カードが1層あるごとに、そのカードが与えるダメージ、力と触腕ダメージが2%増加し、固定毒、固定カウンターの最終効果が2%増加します。シールド、ライフ回復、力減少の最終効果は1%増加します。「奇点ビーコン」を持つカードは「次元間移動」を発動できません。,
State_133775_Desc,bSnL,z状态表_State_A.csv,120,State,Desc,,每拥有 1 层使所有唤醒体卡牌造成的伤害、力量和触腕伤害提高、固定中毒、固定反击最终效果提高 2%；护盾、生命回复、力量降低的最终效果提高 1%。,1層ごとにすべての「覚醒体」の指令カードが与えるダメージ、力、触腕ダメージが2％増加し、固定毒、固定カウンター、固定運命の裁きの最終効果が2％増加する。シールド、ライフ回復、力減少の最終効果が1％増加する。使用後に除去される。,1 層所持するごとに、すべての覚醒体カードが与えるダメージ、力量と触腕ダメージの増加、固定中毒、固定反撃の最終効果が 2% 上昇；シールド、生命回復、力量低下の最終効果が 1% 上昇する。,
State_134391_Name,bSQg,z状态表_State_A.csv,121,State,Name,,<SingularityKeywords3:维度穿梭>,<SingularityKeywords3:次元転移>,<SingularityKeywords3:次元シャトル>,
State_134391_Desc,bSQf,z状态表_State_A.csv,121,State,Desc,,每回合首次打出指令卡后触发该效果，打出指令卡后将其临时原始复制置入超维空间，超维回合无法发动该效果。,毎ターン最初に使用する指令カードの一時的な基本のコピーを、超次元空間に置く。超次元ターンではこの効果を発動できない。,毎ターン最初にコマンドカードを出した後にこの効果を発動し、出したコマンドカードの一時的なオリジナルコピーを超次元空間に配置する。超次元ターン中はこの効果を発動できない。,
State_133372_Desc,bScV,z状态表_State_A.csv,57,State,Desc,,若当前处于超维回合，触发奇点折跃效果。「奇点湮灭」也可使本回合下次奇点折跃必定发动。,現在超次元ターン中であれば、特異点跳躍効果を発動する。「特異点湮滅」もこのターン中、次の特異点跳躍を必ず発動する。,現在超次元ターン中であれば、特異点跳躍効果を発動する。「特異点消滅」も本ターンの次の特異点跳躍を必ず発動させることができる。,NO HUMAN TL
